 pos. daughter  O 17 z= 8 a=17 Q=  2.762
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
     10.00       1.0     0.000    -6.736    -4.891    -4.276    -0.414    -0.591     0.509
     30.00       1.0     0.000    -2.242     0.284     1.405     0.823     1.988     3.142
      0.01       2.0     0.510  -100.000  -100.000  -100.000    -0.893  -100.000    -0.475
      0.10       2.0     0.473  -100.000  -100.000  -100.000    -0.893   -54.773    -0.475
      0.20       2.0     0.416  -100.000  -100.000  -100.000    -0.893   -27.948    -0.475
      0.40       2.0     0.284  -100.000  -100.000  -100.000    -0.893   -14.011    -0.475
      0.70       2.0     0.065   -74.128   -66.218   -66.945    -0.893    -7.672    -0.475
      1.00       2.0     0.005   -53.581   -47.573   -48.138    -0.893    -5.813    -0.475
      1.50       2.0     0.000   -37.337   -32.568   -32.944    -0.893    -4.563    -0.475
      2.00       2.0     0.000   -28.877   -24.931   -25.171    -0.893    -3.854    -0.474
      3.00       2.0     0.000   -19.929   -17.109   -17.148    -0.888    -2.997    -0.461
      5.00       2.0     0.000   -12.556   -10.518   -10.288    -0.839    -2.016    -0.337
     10.00       2.0     0.000    -6.736    -4.891    -4.276    -0.414    -0.591     0.509
     30.00       2.0     0.000    -2.242     0.284     1.405     0.823     1.988     3.142
      0.01       3.0     0.513  -100.000  -100.000  -100.000    -0.893  -100.000    -0.475
      0.10       3.0     0.493  -100.000  -100.000  -100.000    -0.893   -55.789    -0.475
      0.20       3.0     0.456  -100.000  -100.000  -100.000    -0.893   -28.954    -0.475
      0.40       3.0     0.364  -100.000  -100.000  -100.000    -0.893   -15.013    -0.475
      0.70       3.0     0.197   -74.128   -65.269   -65.997    -0.893    -8.620    -0.475
      1.00       3.0     0.046   -53.581   -47.366   -47.932    -0.893    -6.018    -0.475
      1.50       3.0     0.005   -37.337   -32.553   -32.930    -0.893    -4.577    -0.475
      2.00       3.0     0.001   -28.877   -24.928   -25.168    -0.893    -3.857    -0.474
      3.00       3.0     0.000   -19.929   -17.108   -17.147    -0.888    -2.997    -0.461
      5.00       3.0     0.000   -12.556   -10.518   -10.287    -0.839    -2.016    -0.337
     10.00       3.0     0.000    -6.736    -4.891    -4.276    -0.414    -0.591     0.509
     30.00       3.0     0.000    -2.242     0.284     1.405     0.823     1.988     3.142
      0.01       4.0     0.523  -100.000  -100.000  -100.000    -0.893  -100.000    -0.475
      0.10       4.0     0.516  -100.000  -100.000  -100.000    -0.893   -56.949    -0.475
      0.20       4.0     0.498  -100.000  -100.000  -100.000    -0.893   -30.009    -0.475
      0.40       4.0     0.444  -100.000  -100.000  -100.000    -0.893   -16.030    -0.475
      0.70       4.0     0.337   -74.128   -64.263   -64.990    -0.893    -9.626    -0.475
      1.00       4.0     0.209   -53.581   -46.545   -47.110    -0.893    -6.840    -0.475
      1.50       4.0     0.047   -37.336   -32.412   -32.788    -0.893    -4.718    -0.475
      2.00       4.0     0.014   -28.877   -24.897   -25.136    -0.893    -3.888    -0.474
      3.00       4.0     0.004   -19.929   -17.103   -17.142    -0.888    -3.003    -0.461
      5.00       4.0     0.001   -12.556   -10.517   -10.286    -0.839    -2.017    -0.337
     10.00       4.0     0.000    -6.736    -4.891    -4.275    -0.414    -0.591     0.509
     30.00       4.0     0.000    -2.242     0.284     1.405     0.823     1.988     3.142
      0.01       5.0     0.564  -100.000  -100.000  -100.000    -0.894  -100.000    -0.476
      0.10       5.0     0.563  -100.000  -100.000  -100.000    -0.894   -59.298    -0.476
      0.20       5.0     0.558  -100.000  -100.000  -100.000    -0.894   -31.511    -0.476
      0.40       5.0     0.537  -100.000  -100.000  -100.000    -0.894   -17.201    -0.476
      0.70       5.0     0.485   -74.128   -63.197   -63.924    -0.894   -10.692    -0.476
      1.00       5.0     0.413   -53.581   -45.514   -46.079    -0.894    -7.872    -0.476
      1.50       5.0     0.265   -37.335   -31.678   -32.055    -0.894    -5.451    -0.476
      2.00       5.0     0.128   -28.875   -24.608   -24.848    -0.893    -4.175    -0.475
      3.00       5.0     0.035   -19.928   -17.049   -17.088    -0.888    -3.055    -0.461
      5.00       5.0     0.009   -12.555   -10.509   -10.278    -0.839    -2.025    -0.338
     10.00       5.0     0.002    -6.736    -4.890    -4.274    -0.414    -0.592     0.508
     30.00       5.0     0.000    -2.242     0.284     1.405     0.823     1.988     3.142
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      0.01       6.0     0.726  -100.000  -100.000  -100.000    -0.899  -100.000    -0.483
      0.10       6.0     0.725  -100.000  -100.000  -100.000    -0.899   -67.492    -0.483
      0.20       6.0     0.724  -100.000  -100.000  -100.000    -0.899   -35.694    -0.483
      0.40       6.0     0.718  -100.000  -100.000  -100.000    -0.899   -19.475    -0.482
      0.70       6.0     0.700   -74.128   -61.648   -62.375    -0.898   -12.242    -0.482
      1.00       6.0     0.672   -53.581   -44.211   -44.776    -0.898    -9.175    -0.482
      1.50       6.0     0.604   -37.335   -30.542   -30.919    -0.898    -6.588    -0.481
      2.00       6.0     0.512   -28.873   -23.643   -23.882    -0.897    -5.139    -0.480
      3.00       6.0     0.299   -19.924   -16.608   -16.647    -0.891    -3.491    -0.468
      5.00       6.0     0.091   -12.551   -10.426   -10.196    -0.840    -2.105    -0.347
     10.00       6.0     0.020    -6.735    -4.881    -4.266    -0.415    -0.601     0.504
     30.00       6.0     0.002    -2.242     0.284     1.406     0.823     1.988     3.142
      0.01       7.0     1.223  -100.000  -100.000  -100.000    -0.935  -100.000    -0.530
      0.10       7.0     1.222  -100.000  -100.000  -100.000    -0.935   -92.538    -0.530
      0.20       7.0     1.222  -100.000  -100.000  -100.000    -0.935   -48.238    -0.530
      0.40       7.0     1.219  -100.000   -98.602   -99.578    -0.935   -25.792    -0.530
      0.70       7.0     1.212   -74.128   -57.965   -58.693    -0.935   -15.926    -0.529
      1.00       7.0     1.200   -53.581   -41.550   -42.117    -0.934   -11.838    -0.529
      1.50       7.0     1.173   -37.335   -28.636   -29.016    -0.933    -8.498    -0.527
      2.00       7.0     1.133   -28.873   -22.085   -22.327    -0.931    -6.704    -0.524
      3.00       7.0     1.021   -19.921   -15.402   -15.442    -0.921    -4.702    -0.508
      5.00       7.0     0.698   -12.536    -9.820    -9.592    -0.858    -2.706    -0.396
     10.00       7.0     0.196    -6.726    -4.794    -4.179    -0.418    -0.687     0.463
     30.00       7.0     0.021    -2.241     0.287     1.409     0.823     1.985     3.139
      0.01       8.0     2.447  -100.000  -100.000  -100.000    -1.160  -100.000    -0.805
      0.10       8.0     2.447  -100.000  -100.000  -100.000    -1.160  -100.000    -0.805
      0.20       8.0     2.446  -100.000  -100.000  -100.000    -1.160   -79.099    -0.805
      0.40       8.0     2.445  -100.000   -83.208   -84.177    -1.160   -41.240    -0.805
      0.70       8.0     2.442   -74.128   -49.152   -49.874    -1.159   -24.782    -0.803
      1.00       8.0     2.437   -53.581   -35.358   -35.920    -1.157   -18.068    -0.801
      1.50       8.0     2.424   -37.335   -24.466   -24.841    -1.153   -12.703    -0.796
      2.00       8.0     2.406   -28.873   -18.910   -19.151    -1.148    -9.911    -0.788
      3.00       8.0     2.355   -19.921   -13.200   -13.245    -1.126    -6.942    -0.755
      5.00       8.0     2.192   -12.530    -8.359    -8.132    -1.019    -4.208    -0.586
     10.00       8.0     1.493    -6.692    -4.161    -3.544    -0.463    -1.330     0.253
     30.00       8.0     0.209    -2.236     0.318     1.440     0.819     1.954     3.108
      0.01       9.0     5.180  -100.000  -100.000  -100.000    -2.320  -100.000    -2.227
      0.10       9.0     5.180  -100.000  -100.000  -100.000    -2.320  -100.000    -2.227
      0.20       9.0     5.180  -100.000   -93.880   -95.142    -2.320  -100.000    -2.226
      0.40       9.0     5.180  -100.000   -49.596   -50.520    -2.319   -75.694    -2.224
      0.70       9.0     5.178   -74.128   -30.155   -30.814    -2.315   -44.483    -2.217
      1.00       9.0     5.176   -53.581   -22.172   -22.676    -2.311   -31.872    -2.208
      1.50       9.0     5.170   -37.335   -15.774   -16.098    -2.299   -21.929    -2.185
      2.00       9.0     5.161   -28.873   -12.449   -12.645    -2.278   -16.855    -2.147
      3.00       9.0     5.138   -19.921    -8.938    -8.940    -2.187   -11.617    -1.979
      5.00       9.0     5.062   -12.530    -5.774    -5.511    -1.811    -7.101    -1.413
     10.00       9.0     4.708    -6.681    -2.716    -2.079    -0.771    -2.947    -0.130
     30.00       9.0     1.972    -2.196     0.604     1.729     0.775     1.663     2.825
      0.01      10.0    11.118  -100.000    -3.898    -4.521  -100.000  -100.000  -100.000
      0.10      10.0    11.118  -100.000    -3.895    -4.514  -100.000  -100.000  -100.000
      0.20      10.0    11.118  -100.000    -3.885    -4.495   -69.972  -100.000   -71.260
      0.40      10.0    11.118  -100.000    -3.841    -4.394   -37.544  -100.000   -38.532
      0.70      10.0    11.117   -74.128    -3.589    -3.828   -23.304   -87.242   -24.050
      1.00      10.0    11.116   -53.581    -3.249    -3.325   -17.427   -61.811   -18.017
      1.50      10.0    11.113   -37.335    -2.863    -2.856   -12.672   -41.898   -13.082
      2.00      10.0    11.109   -28.873    -2.628    -2.577   -10.170   -31.843   -10.448
      3.00      10.0    11.098   -19.921    -2.310    -2.155    -7.438   -21.630    -7.461
      5.00      10.0    11.063   -12.530    -1.776    -1.386    -4.691   -13.150    -4.425
     10.00      10.0    10.898    -6.681    -0.536     0.195    -2.065    -6.067    -1.601
     30.00      10.0     9.163    -2.150     1.682     2.845     0.303     0.461     1.698
      0.01      11.0    23.934  -100.000     2.408     3.332  -100.000  -100.000  -100.000
      0.10      11.0    23.934  -100.000     2.408     3.332  -100.000  -100.000  -100.000
      0.20      11.0    23.934  -100.000     2.408     3.332  -100.000  -100.000  -100.000
      0.40      11.0    23.934  -100.000     2.408     3.332  -100.000  -100.000  -100.000
      0.70      11.0    23.933   -74.128     2.408     3.332  -100.000  -100.000  -100.000
      1.00      11.0    23.933   -53.581     2.407     3.332   -80.631  -100.000   -81.223
      1.50      11.0    23.931   -37.335     2.406     3.332   -54.365   -84.965   -54.783
      2.00      11.0    23.930   -28.873     2.405     3.333   -41.118   -64.149   -41.413
      3.00      11.0    23.924   -19.921     2.405     3.335   -27.716   -43.177   -27.841
      5.00      11.0    23.908   -12.530     2.411     3.349   -16.753   -26.097   -16.669
     10.00      11.0    23.832    -6.681     2.484     3.471    -8.133   -12.585    -7.782
     30.00      11.0    23.015    -2.147     3.234     4.533    -1.722    -1.866    -0.564
 pos. daughter  F 21 z= 9 a=21 Q= -5.688
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      0.01       1.0     0.508  -100.000  -100.000  -100.000    -0.792  -100.000    -0.347
      0.10       1.0     0.453  -100.000  -100.000  -100.000    -0.792   -54.031    -0.347
      0.20       1.0     0.377  -100.000  -100.000  -100.000    -0.792   -27.193    -0.347
      0.40       1.0     0.205   -95.398   -80.913   -81.892    -0.792   -13.247    -0.347
      0.70       1.0     0.008   -57.434   -49.219   -49.950    -0.791    -7.492    -0.347
      1.00       1.0     0.000   -41.717   -35.410   -35.981    -0.791    -6.026    -0.345
      1.50       1.0     0.000   -29.156   -24.467   -24.854    -0.790    -4.805    -0.342
      2.00       1.0     0.000   -22.682   -18.888   -19.142    -0.789    -4.107    -0.339
      3.00       1.0     0.000   -15.839   -13.152   -13.213    -0.787    -3.274    -0.334
      5.00       1.0     0.000   -10.133    -8.272    -8.063    -0.792    -2.343    -0.313
     10.00       1.0     0.000    -5.570    -3.889    -3.251    -0.779    -0.972     0.073
     30.00       1.0     0.000    -1.292     0.937     2.078     0.092     1.675     2.796
      0.01       2.0     0.510  -100.000  -100.000  -100.000    -0.792  -100.000    -0.347
      0.10       2.0     0.473  -100.000  -100.000  -100.000    -0.792   -55.033    -0.347
      0.20       2.0     0.416  -100.000  -100.000  -100.000    -0.792   -28.194    -0.347
      0.40       2.0     0.284   -95.398   -79.913   -80.892    -0.792   -14.247    -0.347
      0.70       2.0     0.065   -57.434   -48.806   -49.536    -0.791    -7.905    -0.347
      1.00       2.0     0.005   -41.717   -35.388   -35.959    -0.791    -6.048    -0.345
      1.50       2.0     0.000   -29.156   -24.465   -24.852    -0.790    -4.806    -0.342
      2.00       2.0     0.000   -22.682   -18.888   -19.142    -0.789    -4.108    -0.339
      3.00       2.0     0.000   -15.839   -13.152   -13.213    -0.787    -3.274    -0.334
      5.00       2.0     0.000   -10.133    -8.272    -8.063    -0.792    -2.343    -0.313
     10.00       2.0     0.000    -5.570    -3.889    -3.251    -0.779    -0.972     0.073
     30.00       2.0     0.000    -1.292     0.937     2.078     0.092     1.675     2.796
      0.01       3.0     0.513  -100.000  -100.000  -100.000    -0.792  -100.000    -0.347
      0.10       3.0     0.493  -100.000  -100.000  -100.000    -0.792   -56.049    -0.347
      0.20       3.0     0.456  -100.000  -100.000  -100.000    -0.792   -29.199    -0.347
      0.40       3.0     0.364   -95.398   -78.912   -79.890    -0.792   -15.249    -0.347
      0.70       3.0     0.197   -57.434   -47.857   -48.588    -0.791    -8.853    -0.347
      1.00       3.0     0.046   -41.717   -35.182   -35.753    -0.791    -6.254    -0.345
      1.50       3.0     0.005   -29.156   -24.451   -24.838    -0.790    -4.821    -0.342
      2.00       3.0     0.001   -22.682   -18.884   -19.138    -0.789    -4.111    -0.339
