       c12(p,g)n13      n13( ,e+)c13       c13(p,g)n14       n14(p,g)o15      o15( ,e+)n15       n15(p,a)c12       n13(p,g)o14      o14( ,e+)n14              temp
     3.68132647710642E+03     1.15911325678315E-03     5.86912409747980E+04     5.25271130347763E+02     5.68155679600207E-03     1.36901476957358E+08     3.32854167617411E+07     9.81797882599657E-03     6.37000000000000E+09
     3.67887203011253E+03     1.15911325678315E-03     5.86881532838772E+04     5.25720131963827E+02     5.68155679600207E-03     1.37193479945860E+08     3.34492808108124E+07     9.81797882599657E-03     6.38000000000000E+09
     3.67641935795697E+03     1.15911325678315E-03     5.86848717116587E+04     5.26168473192382E+02     5.68155679600207E-03     1.37485355368405E+08     3.36126818413312E+07     9.81797882599657E-03     6.39000000000000E+09
     3.67396848560559E+03     1.15911325678315E-03     5.86813972351426E+04     5.26616155319793E+02     5.68155679600207E-03     1.37777103910319E+08     3.37756066849941E+07     9.81797882599657E-03     6.40000000000000E+09
     3.67151943772177E+03     1.15911325678315E-03     5.86777308277065E+04     5.27063179630402E+02     5.68155679600207E-03     1.38068726274758E+08     3.39380421787355E+07     9.81797882599657E-03     6.41000000000000E+09
     3.66907223866940E+03     1.15911325678315E-03     5.86738734591097E+04     5.27509547406522E+02     5.68155679600207E-03     1.38360223182637E+08     3.40999751665372E+07     9.81797882599657E-03     6.42000000000000E+09
     3.66662691251583E+03     1.15911325678315E-03     5.86698260954969E+04     5.27955259928425E+02     5.68155679600207E-03     1.38651595372574E+08     3.42613925012445E+07     9.81797882599657E-03     6.43000000000000E+09
     3.66418348303483E+03     1.15911325678315E-03     5.86655896994014E+04     5.28400318474345E+02     5.68155679600207E-03     1.38942843600812E+08     3.44222810463827E+07     9.81797882599657E-03     6.44000000000000E+09
     3.66174197370950E+03     1.15911325678315E-03     5.86611652297501E+04     5.28844724320467E+02     5.68155679600207E-03     1.39233968641167E+08     3.45826276779748E+07     9.81797882599657E-03     6.45000000000000E+09
     3.65930240773519E+03     1.15911325678315E-03     5.86565536418674E+04     5.29288478740924E+02     5.68155679600207E-03     1.39524971284958E+08     3.47424192863661E+07     9.81797882599657E-03     6.46000000000000E+09
     3.65686480802226E+03     1.15911325678315E-03     5.86517558874799E+04     5.29731583007792E+02     5.68155679600207E-03     1.39815852340936E+08     3.49016427780445E+07     9.81797882599657E-03     6.47000000000000E+09
     3.65442919719906E+03     1.15911325678315E-03     5.86467729147213E+04     5.30174038391083E+02     5.68155679600207E-03     1.40106612635230E+08     3.50602850774672E+07     9.81797882599657E-03     6.48000000000000E+09
     3.65199559761459E+03     1.15911325678315E-03     5.86416056681371E+04     5.30615846158745E+02     5.68155679600207E-03     1.40397253011272E+08     3.52183331288850E+07     9.81797882599657E-03     6.49000000000000E+09
     3.64956403134133E+03     1.15911325678315E-03     5.86362550886906E+04     5.31057007576649E+02     5.68155679600207E-03     1.40687774329740E+08     3.53757738981704E+07     9.81797882599657E-03     6.50000000000000E+09
     3.64713452017799E+03     1.15911325678315E-03     5.86307221137674E+04     5.31497523908594E+02     5.68155679600207E-03     1.40978177468481E+08     3.55325943746420E+07     9.81797882599657E-03     6.51000000000000E+09
     3.64470708565224E+03     1.15911325678315E-03     5.86250076771816E+04     5.31937396416294E+02     5.68155679600207E-03     1.41268463322462E+08     3.56887815728932E+07     9.81797882599657E-03     6.52000000000000E+09
     3.64228174902334E+03     1.15911325678315E-03     5.86191127091814E+04     5.32376626359380E+02     5.68155679600207E-03     1.41558632803693E+08     3.58443225346165E+07     9.81797882599657E-03     6.53000000000000E+09
     3.63985853128488E+03     1.15911325678315E-03     5.86130381364551E+04     5.32815214995391E+02     5.68155679600207E-03     1.41848686841161E+08     3.59992043304304E+07     9.81797882599657E-03     6.54000000000000E+09
     3.63743745316741E+03     1.15911325678315E-03     5.86067848821370E+04     5.33253163579771E+02     5.68155679600207E-03     1.42138626380776E+08     3.61534140617020E+07     9.81797882599657E-03     6.55000000000000E+09
     3.63501853514099E+03     1.15911325678315E-03     5.86003538658142E+04     5.33690473365868E+02     5.68155679600207E-03     1.42428452385293E+08     3.63069388623715E+07     9.81797882599657E-03     6.56000000000000E+09
     3.63260179741783E+03     1.15911325678315E-03     5.85937460035326E+04     5.34127145604922E+02     5.68155679600207E-03     1.42718165834257E+08     3.64597659007713E+07     9.81797882599657E-03     6.57000000000000E+09
     3.63018725995486E+03     1.15911325678315E-03     5.85869622078034E+04     5.34563181546070E+02     5.68155679600207E-03     1.43007767723933E+08     3.66118823814451E+07     9.81797882599657E-03     6.58000000000000E+09
     3.62777494245624E+03     1.15911325678315E-03     5.85800033876100E+04     5.34998582436339E+02     5.68155679600207E-03     1.43297259067240E+08     3.67632755469634E+07     9.81797882599657E-03     6.59000000000000E+09
     3.62536486437590E+03     1.15911325678315E-03     5.85728704484154E+04     5.35433349520635E+02     5.68155679600207E-03     1.43586640893690E+08     3.69139326797375E+07     9.81797882599657E-03     6.60000000000000E+09
     3.62295704491997E+03     1.15911325678315E-03     5.85655642921680E+04     5.35867484041753E+02     5.68155679600207E-03     1.43875914249321E+08     3.70638411038271E+07     9.81797882599657E-03     6.61000000000000E+09
     3.62055150304933E+03     1.15911325678315E-03     5.85580858173099E+04     5.36300987240361E+02     5.68155679600207E-03     1.44165080196633E+08     3.72129881867470E+07     9.81797882599657E-03     6.62000000000000E+09
     3.61814825748198E+03     1.15911325678315E-03     5.85504359187833E+04     5.36733860355001E+02     5.68155679600207E-03     1.44454139814524E+08     3.73613613412691E+07     9.81797882599657E-03     6.63000000000000E+09
     3.61574732669548E+03     1.15911325678315E-03     5.85426154880384E+04     5.37166104622089E+02     5.68155679600207E-03     1.44743094198222E+08     3.75089480272190E+07     9.81797882599657E-03     6.64000000000000E+09
     3.61334872892937E+03     1.15911325678315E-03     5.85346254130407E+04     5.37597721275905E+02     5.68155679600207E-03     1.45031944459224E+08     3.76557357532683E+07     9.81797882599657E-03     6.65000000000000E+09
     3.61095248218748E+03     1.15911325678315E-03     5.85264665782783E+04     5.38028711548593E+02     5.68155679600207E-03     1.45320691725234E+08     3.78017120787224E+07     9.81797882599657E-03     6.66000000000000E+09
     3.60855860424031E+03     1.15911325678315E-03     5.85181398647700E+04     5.38459076670160E+02     5.68155679600207E-03     1.45609337140092E+08     3.79468646153012E+07     9.81797882599657E-03     6.67000000000000E+09
     3.60616711262735E+03     1.15911325678315E-03     5.85096461500729E+04     5.38888817868469E+02     5.68155679600207E-03     1.45897881863718E+08     3.80911810289151E+07     9.81797882599657E-03     6.68000000000000E+09
     3.60377802465940E+03     1.15911325678315E-03     5.85009863082906E+04     5.39317936369237E+02     5.68155679600207E-03     1.46186327072039E+08     3.82346490414353E+07     9.81797882599657E-03     6.69000000000000E+09
     3.60139135742080E+03     1.15911325678315E-03     5.84921612100803E+04     5.39746433396031E+02     5.68155679600207E-03     1.46474673956936E+08     3.83772564324558E+07     9.81797882599657E-03     6.70000000000000E+09
     3.59900712777172E+03     1.15911325678315E-03     5.84831717226619E+04     5.40174310170270E+02     5.68155679600207E-03     1.46762923726168E+08     3.85189910410481E+07     9.81797882599657E-03     6.71000000000000E+09
     3.59662535235039E+03     1.15911325678315E-03     5.84740187098257E+04     5.40601567911216E+02     5.68155679600207E-03     1.47051077603321E+08     3.86598407675122E+07     9.81797882599657E-03     6.72000000000000E+09
     3.59424604757530E+03     1.15911325678315E-03     5.84647030319404E+04     5.41028207835974E+02     5.68155679600207E-03     1.47339136827738E+08     3.87997935751161E+07     9.81797882599657E-03     6.73000000000000E+09
     3.59186922964736E+03     1.15911325678315E-03     5.84552255459621E+04     5.41454231159491E+02     5.68155679600207E-03     1.47627102654454E+08     3.89388374918276E+07     9.81797882599657E-03     6.74000000000000E+09
     3.58949491455219E+03     1.15911325678315E-03     5.84455871054417E+04     5.41879639094548E+02     5.68155679600207E-03     1.47914976354138E+08     3.90769606120401E+07     9.81797882599657E-03     6.75000000000000E+09
     3.58712311806209E+03     1.15911325678315E-03     5.84357885605345E+04     5.42304432851766E+02     5.68155679600207E-03     1.48202759213028E+08     3.92141510982878E+07     9.81797882599657E-03     6.76000000000000E+09
     3.58475385573830E+03     1.15911325678315E-03     5.84258307580078E+04     5.42728613639594E+02     5.68155679600207E-03     1.48490452532869E+08     3.93503971829517E+07     9.81797882599657E-03     6.77000000000000E+09
     3.58238714293305E+03     1.15911325678315E-03     5.84157145412500E+04     5.43152182664313E+02     5.68155679600207E-03     1.48778057630850E+08     3.94856871699568E+07     9.81797882599657E-03     6.78000000000000E+09
     3.58002299479167E+03     1.15911325678315E-03     5.84054407502791E+04     5.43575141130034E+02     5.68155679600207E-03     1.49065575839540E+08     3.96200094364604E+07     9.81797882599657E-03     6.79000000000000E+09
     3.57766142625463E+03     1.15911325678315E-03     5.83950102217516E+04     5.43997490238690E+02     5.68155679600207E-03     1.49353008506832E+08     3.97533524345275E+07     9.81797882599657E-03     6.80000000000000E+09
     3.57530245205957E+03     1.15911325678315E-03     5.83844237889712E+04     5.44419231190041E+02     5.68155679600207E-03     1.49640356995875E+08     3.98857046927988E+07     9.81797882599657E-03     6.81000000000000E+09
     3.57294608674341E+03     1.15911325678315E-03     5.83736822818975E+04     5.44840365181666E+02     5.68155679600207E-03     1.49927622685015E+08     4.00170548181457E+07     9.81797882599657E-03     6.82000000000000E+09
     3.57059234464423E+03     1.15911325678315E-03     5.83627865271551E+04     5.45260893408966E+02     5.68155679600207E-03     1.50214806967734E+08     4.01473914973159E+07     9.81797882599657E-03     6.83000000000000E+09
     3.56824123990336E+03     1.15911325678315E-03     5.83517373480427E+04     5.45680817065157E+02     5.68155679600207E-03     1.50501911252589E+08     4.02767034985659E+07     9.81797882599657E-03     6.84000000000000E+09
     3.56589278646731E+03     1.15911325678315E-03     5.83405355645416E+04     5.46100137341273E+02     5.68155679600207E-03     1.50788936963148E+08     4.04049796732824E+07     9.81797882599657E-03     6.85000000000000E+09
     3.56354699808966E+03     1.15911325678315E-03     5.83291819933252E+04     5.46518855426162E+02     5.68155679600207E-03     1.51075885537937E+08     4.05322089575924E+07     9.81797882599657E-03     6.86000000000000E+09
     3.56120388833310E+03     1.15911325678315E-03     5.83176774477681E+04     5.46936972506482E+02     5.68155679600207E-03     1.51362758430369E+08     4.06583803739593E+07     9.81797882599657E-03     6.87000000000000E+09
     3.55886347057124E+03     1.15911325678315E-03     5.83060227379552E+04     5.47354489766706E+02     5.68155679600207E-03     1.51649557108691E+08     4.07834830327667E+07     9.81797882599657E-03     6.88000000000000E+09
     3.55652575799057E+03     1.15911325678315E-03     5.82942186706907E+04     5.47771408389113E+02     5.68155679600207E-03     1.51936283055926E+08     4.09075061338906E+07     9.81797882599657E-03     6.89000000000000E+09
     3.55419076359228E+03     1.15911325678315E-03     5.82822660495076E+04     5.48187729553790E+02     5.68155679600207E-03     1.52222937769805E+08     4.10304389682560E+07     9.81797882599657E-03     6.90000000000000E+09
     3.55185850019412E+03     1.15911325678315E-03     5.82701656746765E+04     5.48603454438632E+02     5.68155679600207E-03     1.52509522762718E+08     4.11522709193807E+07     9.81797882599657E-03     6.91000000000000E+09
     3.54952898043229E+03     1.15911325678315E-03     5.82579183432157E+04     5.49018584219337E+02     5.68155679600207E-03     1.52796039561644E+08     4.12729914649050E+07     9.81797882599657E-03     6.92000000000000E+09
     3.54720221676321E+03     1.15911325678315E-03     5.82455248489001E+04     5.49433120069409E+02     5.68155679600207E-03     1.53082489708100E+08     4.13925901781080E+07     9.81797882599657E-03     6.93000000000000E+09
     3.54487822146529E+03     1.15911325678315E-03     5.82329859822703E+04     5.49847063160152E+02     5.68155679600207E-03     1.53368874758082E+08     4.15110567294077E+07     9.81797882599657E-03     6.94000000000000E+09
     3.54255700664080E+03     1.15911325678315E-03     5.82203025306427E+04     5.50260414660674E+02     5.68155679600207E-03     1.53655196282003E+08     4.16283808878465E+07     9.81797882599657E-03     6.95000000000000E+09
     3.54023858421754E+03     1.15911325678315E-03     5.82074752781180E+04     5.50673175737881E+02     5.68155679600207E-03     1.53941455864639E+08     4.17445525225625E+07     9.81797882599657E-03     6.96000000000000E+09
     3.53792296595071E+03     1.15911325678315E-03     5.81945050055921E+04     5.51085347556479E+02     5.68155679600207E-03     1.54227655105063E+08     4.18595616042442E+07     9.81797882599657E-03     6.97000000000000E+09
