               Y_p             Y_he4             Y_c12             Y_c13             Y_n13             Y_n14             Y_n15             Y_o14             Y_o15             E_nuc              Time
     6.95488593748962E-01     7.02059137558107E-02     1.19315967078856E-05     1.62073430610230E-07     8.22903370955238E-05     8.37585378746379E-04     4.90429018787911E-09     3.73963782281563E-04     3.94061927447857E-04     2.57727219305028E+16     2.28000000000000E+02
     6.95467897785449E-01     7.02104114292563E-02     1.20445349126497E-05     1.63182474145521E-07     8.28614399448369E-05     8.37081467511834E-04     4.94803889642314E-09     3.70279185385699E-04     3.97565241731945E-04     2.59340622520478E+16     2.30000000000000E+02
     6.95447100135851E-01     7.02149486567151E-02     1.21561020189754E-05     1.64322026324340E-07     8.34468656211048E-05     8.36512831850603E-04     4.99123187187367E-09     3.66691249507976E-04     4.01023637743150E-04     2.60954839522873E+16     2.32000000000000E+02
     6.95426201788647E-01     7.02195249272052E-02     1.22662926169373E-05     1.65489746136608E-07     8.40454756508943E-05     8.35881998616920E-04     5.03386787862480E-09     3.63198690205302E-04     4.04437019295936E-04     2.62569914229407E+16     2.34000000000000E+02
     6.95405203762686E-01     7.02241397287929E-02     1.23751021359493E-05     1.66683394239599E-07     8.46561812547281E-05     8.35191442565883E-04     5.07594599008933E-09     3.59800199584539E-04     4.07805315118676E-04     2.64185888223732E+16     2.36000000000000E+02
     6.95384107104787E-01     7.02287925488759E-02     1.24825268198294E-05     1.67900828884459E-07     8.52779413583388E-05     8.34443586513995E-04     5.11746557902242E-09     3.56494448942015E-04     4.11128478071364E-04     2.65802800832925E+16     2.38000000000000E+02
     6.95362912887633E-01     7.02334828744429E-02     1.25885637025848E-05     1.69140002269867E-07     8.59097608118705E-05     8.33640801613876E-04     5.15842630816934E-09     3.53280091053658E-04     4.14406484389438E-04     2.67420689198899E+16     2.40000000000000E+02
     6.95341622207678E-01     7.02382101923303E-02     1.26932105844230E-05     1.70398956950598E-07     8.65506886359229E-05     8.32785407638939E-04     5.19882812100558E-09     3.50155762420602E-04     4.17639332935046E-04     2.69039588348926E+16     2.42000000000000E+02
     6.95320236182587E-01     7.02429739895192E-02     1.27964660063316E-05     1.71675821485826E-07     8.71998158969149E-05     8.31879673069754E-04     5.23867123184160E-09     3.47120086136995E-04     4.20827044397293E-04     2.70659531276257E+16     2.44000000000000E+02
     6.95298755950348E-01     7.02477737532890E-02     1.28983292296942E-05     1.72968808719071E-07     8.78562748629725E-05     8.30925815861401E-04     5.27795611814507E-09     3.44171672609385E-04     4.23969660671716E-04     2.72280548985779E+16     2.46000000000000E+02
     6.95277182665510E-01     7.02526089716176E-02     1.29988002072641E-05     1.74276209554098E-07     8.85192359703407E-05     8.29926003047932E-04     5.31668350906911E-09     3.41309123949221E-04     4.27067243932185E-04     2.73902670599485E+16     2.48000000000000E+02
     6.95255517500169E-01     7.02574791331698E-02     1.30978795688999E-05     1.75596394130983E-07     8.91879083938604E-05     8.28882352241647E-04     5.35485438045628E-09     3.38531032322032E-04     4.30119876225055E-04     2.75525923362879E+16     2.50000000000000E+02
     6.95233761638997E-01     7.02623837278051E-02     1.31955685884363E-05     1.76927803750491E-07     8.98615361037343E-05     8.27796930772551E-04     5.39246994155512E-09     3.35835985863360E-04     4.33127658398232E-04     2.77150332775868E+16     2.52000000000000E+02
     6.95211916281155E-01     7.02673222464759E-02     1.32918691734466E-05     1.78268953475262E-07     9.05393991210360E-05     8.26671757500326E-04     5.42953163165689E-09     3.33222565887759E-04     4.36090709832331E-04     2.78775922578830E+16     2.54000000000000E+02
     6.95189982635477E-01     7.02722941817302E-02     1.33867838315999E-05     1.79618424292708E-07     9.12208097067676E-05     8.25508802065394E-04     5.46604110674588E-09     3.30689352575045E-04     4.39009167355799E-04     2.80402714881210E+16     2.56000000000000E+02
     6.95167961921827E-01     7.02772990276417E-02     1.34803156605017E-05     1.80974864797121E-07     9.19051131762880E-05     8.24309986396284E-04     5.50200023613824E-09     3.28234922932533E-04     4.41883184969365E-04     2.82030730157448E+16     2.58000000000000E+02
     6.95145855367376E-01     7.02823362802285E-02     1.35724683163031E-05     1.82336985116926E-07     9.25916849293716E-05     8.23077184447985E-04     5.53741109003706E-09     3.25857855062551E-04     4.44712932847588E-04     2.83659987353838E+16     2.60000000000000E+02
     6.95123664207106E-01     7.02874054374433E-02     1.36632460022947E-05     1.83703557224020E-07     9.32799306042970E-05     8.21812223304283E-04     5.57227593547287E-09     3.23556727244602E-04     4.47498597011369E-04     2.85290503900888E+16     2.62000000000000E+02
     6.95101389681009E-01     7.02925059995154E-02     1.37526534402152E-05     1.85073410278786E-07     9.39692838016879E-05     8.20516883288494E-04     5.60659722521026E-09     3.21330121036293E-04     4.50240378425811E-04     2.86922295801279E+16     2.64000000000000E+02
     6.95079033034123E-01     7.02976374689788E-02     1.38406958575086E-05     1.86445430257132E-07     9.46592058954400E-05     8.19192898878071E-04     5.64037759308594E-09     3.19176620935645E-04     4.52938492625491E-04     2.88555377651533E+16     2.66000000000000E+02
     6.95056595514384E-01     7.03027993509461E-02     1.39273789619573E-05     1.87818556252138E-07     9.53491842300617E-05     8.17841959012479E-04     5.67361984420862E-09     3.17094816696704E-04     4.55593168922707E-04     2.90189762715319E+16     2.68000000000000E+02
     6.95034078372279E-01     7.03079911531793E-02     1.40127089268184E-05     1.89191779526250E-07     9.60387316525001E-05     8.16465707896718E-04     5.70632694946235E-09     3.15083303454817E-04     4.58204649962676E-04     2.91825462953953E+16     2.70000000000000E+02
     6.95011482859377E-01     7.03132123862875E-02     1.40966923693855E-05     1.90564140848985E-07     9.67273852100276E-05     8.15065745497176E-04     5.73850203731938E-09     3.13140683218947E-04     4.60773191061583E-04     2.93462489083666E+16     2.72000000000000E+02
     6.94988810227487E-01     7.03184625638493E-02     1.41793363336388E-05     1.91934728783738E-07     9.74147053143539E-05     8.13643628191100E-04     5.77014838729879E-09     3.11265565605397E-04     4.63299059678344E-04     2.95100850617413E+16     2.74000000000000E+02
     6.94966061727876E-01     7.03237412025343E-02     1.42606482728164E-05     1.93302678059217E-07     9.81002749432734E-05     8.12200869446371E-04     5.80126942341552E-09     3.09456568505116E-04     4.65782534884947E-04     2.96740555905922E+16     2.76000000000000E+02
     6.94943238610015E-01     7.03290478222709E-02     1.43406360297597E-05     1.94667167241902E-07     9.87836985011860E-05     8.10738940354992E-04     5.83186870670554E-09     3.07712319316145E-04     4.68223906761975E-04     2.98381612189134E+16     2.78000000000000E+02
     6.94920342121248E-01     7.03343819463096E-02     1.44193078229218E-05     1.96027417779921E-07     9.94646013519143E-05     8.09259270398941E-04     5.86194993004099E-09     3.06031455078581E-04     4.70623475979937E-04     3.00024025625630E+16     2.80000000000000E+02
     6.94897373505387E-01     7.03397431014148E-02     1.44966722251526E-05     1.97382691446456E-07     1.00142628566228E-04     8.07763247970354E-04     5.89151691003995E-09     3.04412623884598E-04     4.72981553145317E-04     3.01667801348495E+16     2.82000000000000E+02
     6.94874334002626E-01     7.03451308178893E-02     1.45727381524236E-05     1.98732289747275E-07     1.00817444629418E-04     8.06252221141656E-04     5.92057358294379E-09     3.02854484745332E-04     4.75298458467846E-04     3.03312943487496E+16     2.84000000000000E+02
     6.94851224848091E-01     7.03505446297767E-02     1.46475148416325E-05     2.00075551302662E-07     1.01488732163090E-04     8.04727498211652E-04     5.94912399615659E-09     3.01355709032104E-04     4.77574521076228E-04     3.04959455226740E+16     2.86000000000000E+02
     6.94828047271966E-01     7.03559840748546E-02     1.47210118416510E-05     2.01411851559916E-07     1.02156191779541E-04     8.03190348473396E-04     5.97717230502907E-09     2.99914980122527E-04     4.79810078759025E-04     3.06607338820678E+16     2.88000000000000E+02
     6.94804802497991E-01     7.03614486948449E-02     1.47932389904270E-05     2.02740600106241E-07     1.02819540769525E-04     8.01642002770837E-04     6.00472276412377E-09     2.98530994888091E-04     4.82005477258256E-04     3.08256595653412E+16     2.90000000000000E+02
     6.94781491743785E-01     7.03669380353788E-02     1.48642064080847E-05     2.04061240662832E-07     1.03478513097455E-04     8.00083654269749E-04     6.03177972480418E-09     2.97202463129000E-04     4.84161070075329E-04     3.09907226249002E+16     2.92000000000000E+02
     6.94758116219326E-01     7.03724516462112E-02     1.49339244736214E-05     2.05373248375063E-07     1.04132858074306E-04     7.98516459026036E-04     6.05834762634472E-09     2.95928109077825E-04     4.86277217752215E-04     3.11559230331609E+16     2.94000000000000E+02
     6.94734677127383E-01     7.03779890811656E-02     1.50024038196539E-05     2.06676129970711E-07     1.04782340434922E-04     7.96941536735234E-04     6.08443099415187E-09     2.94706670720608E-04     4.88354287728623E-04     3.13212606831929E+16     2.96000000000000E+02
     6.94711175662062E-01     7.03835498983439E-02     1.50696553091334E-05     2.07969421143414E-07     1.05426739056583E-04     7.95359971336510E-04     6.11003443089792E-09     2.93536901217247E-04     4.90392653624959E-04     3.14867353946297E+16     2.98000000000000E+02
     6.94687613009262E-01     7.03891336600609E-02     1.51356900312731E-05     2.09252686748927E-07     1.06065847052845E-04     7.93772811713775E-04     6.13516261518256E-09     2.92417568217421E-04     4.92392695135326E-04     3.16523469141274E+16     3.00000000000000E+02
     6.94663990345338E-01     7.03947399330429E-02     1.52005192786733E-05     2.10525518358729E-07     1.06699470577459E-04     7.92181072346550E-04     6.15982029284451E-09     2.91347455133831E-04     4.94354797324841E-04     3.18180949210350E+16     3.02000000000000E+02
     6.94640308837547E-01     7.04003682883570E-02     1.52641545440759E-05     2.11787534444832E-07     1.07327428911757E-04     7.90585733960633E-04     6.18401227592806E-09     2.90325360489453E-04     4.96279350547367E-04     3.19839790277629E+16     3.04000000000000E+02
     6.94616569642848E-01     7.04060183015944E-02     1.53266074983158E-05     2.13038378127954E-07     1.07949553363237E-04     7.88987744213755E-04     6.20774343432844E-09     2.89350099033257E-04     4.98166749769879E-04     3.21499987851407E+16     3.06000000000000E+02
     6.94592773908270E-01     7.04116895528060E-02     1.53878899868738E-05     2.14277717257529E-07     1.08565687303380E-04     7.87388018312728E-04     6.23101869466891E-09     2.88420501178146E-04     5.00017394482925E-04     3.23161536829190E+16     3.08000000000000E+02
     6.94568922769966E-01     7.04173816266487E-02     1.54480140104608E-05     2.15505242534179E-07     1.09175685247751E-04     7.85787439708999E-04     6.25384303297586E-09     2.87535413838761E-04     5.01831688108466E-04     3.24824431543967E+16     3.10000000000000E+02
     6.94545017353372E-01     7.04230941123532E-02     1.55069917193824E-05     2.16720667273896E-07     1.09779412740070E-04     7.84186860704175E-04     6.27622147269791E-09     2.86693700106851E-04     5.03610037840780E-04     3.26488665775359E+16     3.12000000000000E+02
     6.94521058772593E-01     7.04288266038167E-02     1.55648353980587E-05     2.17923726025419E-07     1.10376745674525E-04     7.82587103132410E-04     6.29815907891218E-09     2.85894239731507E-04     5.05352854178400E-04     3.28154232785591E+16     3.14000000000000E+02
     6.94497048130324E-01     7.04345786996082E-02     1.56215574567017E-05     2.19114173986645E-07     1.10967570009132E-04     7.80988958970152E-04     6.31966095529564E-09     2.85135929048967E-04     5.07060550680111E-04     3.29821125337794E+16     3.16000000000000E+02
     6.94472986517528E-01     7.04403500030133E-02     1.56771704195676E-05     2.20291786056897E-07     1.11551781301147E-04     7.79393190989399E-04     6.34073223977707E-09     2.84417681157561E-04     5.08733543614035E-04     3.31489335722566E+16     3.18000000000000E+02
     6.94448875013188E-01     7.04461401220674E-02     1.57316869144671E-05     2.21456355996996E-07     1.12129284295142E-04     7.77800533382617E-04     6.36137810066905E-09     2.83738426028072E-04     5.10372251645611E-04     3.33158855781764E+16     3.20000000000000E+02
     6.94424714684201E-01     7.04519486695635E-02     1.57851196641171E-05     2.22607695806478E-07     1.12699992617227E-04     7.76211692374483E-04     6.38160373351300E-09     2.83097110461272E-04     5.11977095583366E-04     3.34829676927645E+16     3.22000000000000E+02
     6.94400506585020E-01     7.04577752631041E-02     1.58374814740559E-05     2.23745634721429E-07     1.13263828283776E-04     7.74627346870049E-04     6.40141435659923E-09     2.82492698305889E-04     5.13548498017157E-04     3.36501790170430E+16     3.24000000000000E+02
     6.94376251757701E-01     7.04636195250811E-02     1.58887852265175E-05     2.24870018826382E-07     1.13820721510551E-04     7.73048149018092E-04     6.42081520877968E-09     2.81924170268590E-04     5.15086883142220E-04     3.38175186131703E+16     3.26000000000000E+02
